epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1583.37,1.15615,0.72191,0.97904,0.64808,0.41823,0.48118,0.30577,1.07641,0.65421,0.94964,0.005842,0.005842,0.005842
44,1998.28,1.15161,0.72046,0.97738,0.6803,0.40239,0.48855,0.31283,1.06864,0.65417,0.94703,0.005743,0.005743,0.005743
45,2321.69,1.15108,0.72034,0.97982,0.65733,0.40434,0.49283,0.31133,1.06951,0.65336,0.94622,0.005644,0.005644,0.005644
46,2681.49,1.14278,0.71352,0.97399,0.60774,0.4496,0.49513,0.31246,1.07449,0.64954,0.94751,0.005545,0.005545,0.005545
47,2953.59,1.1433,0.71464,0.97504,0.67804,0.42663,0.49807,0.31415,1.0725,0.65054,0.94755,0.005446,0.005446,0.005446
48,3220.32,1.132,0.70514,0.97313,0.64473,0.44332,0.49196,0.30704,1.06637,0.65104,0.94506,0.005347,0.005347,0.005347
49,3499.85,1.13604,0.70683,0.97329,0.65602,0.4308,0.49418,0.3124,1.06666,0.64302,0.94505,0.005248,0.005248,0.005248
50,3816.55,1.13792,0.70537,0.97588,0.63222,0.44834,0.49969,0.31605,1.06434,0.64714,0.94456,0.005149,0.005149,0.005149
51,4250.37,1.13444,0.70241,0.97253,0.63217,0.44883,0.49098,0.31054,1.06768,0.64647,0.94445,0.00505,0.00505,0.00505
52,4580.85,1.12908,0.69988,0.96853,0.62855,0.44256,0.49046,0.30868,1.0643,0.64368,0.94353,0.004951,0.004951,0.004951
53,5014.04,1.12852,0.6982,0.96907,0.64042,0.43428,0.49222,0.31282,1.06312,0.64396,0.9444,0.004852,0.004852,0.004852
54,5453.45,1.13294,0.70157,0.97035,0.63415,0.44035,0.50444,0.31653,1.06483,0.6431,0.94519,0.004753,0.004753,0.004753
55,5821.49,1.12966,0.69561,0.969,0.59613,0.47136,0.50452,0.315,1.06297,0.63988,0.94448,0.004654,0.004654,0.004654
56,6090.1,1.12208,0.692,0.9663,0.58782,0.47281,0.50542,0.31591,1.06208,0.63807,0.94523,0.004555,0.004555,0.004555
57,6359.37,1.11956,0.69087,0.96621,0.64472,0.43393,0.49877,0.31077,1.05943,0.63701,0.94343,0.004456,0.004456,0.004456
58,6627.14,1.11629,0.68808,0.96664,0.63742,0.4439,0.49783,0.30981,1.05894,0.63561,0.94229,0.004357,0.004357,0.004357
59,6903.35,1.11292,0.68404,0.96358,0.57193,0.46127,0.49321,0.3115,1.05735,0.63639,0.93967,0.004258,0.004258,0.004258
60,7222.84,1.1123,0.68642,0.96501,0.63453,0.4248,0.49481,0.31353,1.05752,0.63638,0.94113,0.004159,0.004159,0.004159
61,7564.26,1.11161,0.68158,0.96316,0.61979,0.44717,0.49733,0.31515,1.05638,0.63462,0.94057,0.00406,0.00406,0.00406
62,7954.38,1.10682,0.68086,0.96061,0.64727,0.45184,0.50262,0.31652,1.05837,0.63577,0.9406,0.003961,0.003961,0.003961
63,8226.47,1.10739,0.67982,0.96203,0.61868,0.46105,0.50173,0.3163,1.05763,0.63532,0.94029,0.003862,0.003862,0.003862
64,8495.3,1.09956,0.67455,0.95927,0.61086,0.46122,0.50909,0.32158,1.05463,0.63295,0.93938,0.003763,0.003763,0.003763
65,8765.24,1.09976,0.66899,0.95896,0.60023,0.468,0.50221,0.31871,1.05539,0.62934,0.94018,0.003664,0.003664,0.003664
