epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,35883.5,0.64941,0.57322,1.0308,0.55538,0.34041,0.38372,0.23599,1.37412,1.13941,1.53306,0.005842,0.005842,0.005842
44,36593.5,0.64558,0.56998,1.03142,0.51631,0.35961,0.38169,0.23584,1.37513,1.15573,1.53363,0.005743,0.005743,0.005743
45,37305.8,0.64719,0.56605,1.02883,0.52203,0.34754,0.38411,0.23753,1.37544,1.14447,1.53198,0.005644,0.005644,0.005644
46,38016.3,0.64156,0.56412,1.02771,0.51995,0.35651,0.38421,0.23418,1.38195,1.15743,1.53758,0.005545,0.005545,0.005545
47,38727.5,0.63706,0.55641,1.02184,0.51969,0.34828,0.38564,0.23857,1.37645,1.13831,1.53595,0.005446,0.005446,0.005446
48,39438.4,0.63736,0.5588,1.0228,0.5435,0.34598,0.38989,0.2386,1.3687,1.14407,1.53081,0.005347,0.005347,0.005347
49,40148.2,0.63034,0.55233,1.02182,0.51082,0.36215,0.38783,0.23913,1.38053,1.1418,1.54376,0.005248,0.005248,0.005248
50,40858.6,0.63054,0.54858,1.01864,0.51215,0.36152,0.38655,0.23881,1.37274,1.14387,1.53361,0.005149,0.005149,0.005149
51,41569.5,0.62699,0.54676,1.01665,0.52156,0.36749,0.3875,0.23767,1.37147,1.1389,1.53816,0.00505,0.00505,0.00505
52,42279.8,0.62674,0.54363,1.01822,0.5359,0.3556,0.38902,0.24236,1.37136,1.16354,1.53574,0.004951,0.004951,0.004951
53,42989.7,0.62334,0.54211,1.01354,0.53675,0.3562,0.39215,0.24206,1.37431,1.14464,1.53847,0.004852,0.004852,0.004852
54,43698.2,0.61959,0.53964,1.01046,0.4996,0.37802,0.39466,0.24497,1.36954,1.13585,1.54132,0.004753,0.004753,0.004753
55,44407.9,0.61505,0.53428,1.00822,0.50298,0.37184,0.39214,0.24428,1.36861,1.16159,1.54021,0.004654,0.004654,0.004654
56,45119.5,0.6161,0.5342,1.01103,0.51432,0.37008,0.38742,0.2401,1.36908,1.15105,1.53294,0.004555,0.004555,0.004555
57,45828,0.61229,0.52921,1.0075,0.50655,0.37622,0.39144,0.2433,1.37173,1.15963,1.53982,0.004456,0.004456,0.004456
58,46538.1,0.61208,0.52849,1.00589,0.52076,0.36344,0.3879,0.24028,1.37183,1.16415,1.54023,0.004357,0.004357,0.004357
59,47250,0.60719,0.52204,1.00185,0.53339,0.36516,0.38799,0.24049,1.36607,1.15284,1.53839,0.004258,0.004258,0.004258
60,47960.6,0.60744,0.52334,1.00316,0.53591,0.35711,0.38812,0.23954,1.37228,1.15891,1.54071,0.004159,0.004159,0.004159
61,48670.8,0.60185,0.51569,0.99778,0.51418,0.35767,0.38426,0.239,1.37097,1.16409,1.54532,0.00406,0.00406,0.00406
62,49382.5,0.60166,0.51468,0.99793,0.56269,0.34285,0.38806,0.24145,1.37089,1.15975,1.54491,0.003961,0.003961,0.003961
63,50092.5,0.60083,0.51427,0.99789,0.53985,0.35849,0.38812,0.24075,1.36891,1.16134,1.54354,0.003862,0.003862,0.003862
64,50803.9,0.59473,0.50646,0.99399,0.55373,0.35029,0.38953,0.2419,1.3694,1.17269,1.54815,0.003763,0.003763,0.003763
