epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,58017.7,0.80955,0.70593,1.10745,0.72975,0.65827,0.71805,0.55639,0.74635,0.65093,1.08349,0.003664,0.003664,0.003664
66,58966.6,0.81261,0.70039,1.10575,0.69811,0.65629,0.71439,0.5546,0.74402,0.64951,1.08108,0.003565,0.003565,0.003565
67,59913.7,0.80403,0.69783,1.10142,0.69984,0.65158,0.71494,0.558,0.74491,0.64981,1.08292,0.003466,0.003466,0.003466
68,60794.4,0.80342,0.69373,1.10044,0.70516,0.65497,0.71821,0.55651,0.74415,0.64809,1.08153,0.003367,0.003367,0.003367
69,61770.4,0.80298,0.69193,1.10115,0.72211,0.6399,0.71644,0.55472,0.74351,0.64716,1.08082,0.003268,0.003268,0.003268
70,62707.2,0.79968,0.68493,1.09778,0.72709,0.63681,0.71207,0.55188,0.74362,0.64707,1.08142,0.003169,0.003169,0.003169
71,63727.3,0.79638,0.68484,1.0971,0.69816,0.66331,0.71547,0.55485,0.74427,0.64556,1.08069,0.00307,0.00307,0.00307
72,64783.2,0.79259,0.68175,1.09394,0.71303,0.66431,0.72352,0.56016,0.74325,0.64523,1.08087,0.002971,0.002971,0.002971
73,65842.7,0.79372,0.68468,1.09001,0.7141,0.6621,0.72026,0.55886,0.74345,0.64519,1.07927,0.002872,0.002872,0.002872
74,66846.7,0.79067,0.67774,1.09143,0.70946,0.65356,0.71887,0.55817,0.74086,0.64463,1.07824,0.002773,0.002773,0.002773
75,67815.5,0.78621,0.67707,1.08834,0.70599,0.65412,0.7192,0.55678,0.73993,0.64465,1.07763,0.002674,0.002674,0.002674
76,68743.1,0.7905,0.67852,1.0901,0.70668,0.64846,0.716,0.5559,0.73898,0.64276,1.07677,0.002575,0.002575,0.002575
77,69700.1,0.78648,0.67437,1.08859,0.73488,0.64625,0.71639,0.55655,0.73856,0.64223,1.07643,0.002476,0.002476,0.002476
78,70659.1,0.78026,0.66767,1.0829,0.72811,0.64512,0.7182,0.55861,0.73831,0.64108,1.07575,0.002377,0.002377,0.002377
79,71608,0.77979,0.66751,1.08219,0.72179,0.65205,0.72027,0.56114,0.7386,0.6406,1.07562,0.002278,0.002278,0.002278
80,72550.9,0.77528,0.66284,1.07949,0.73024,0.65655,0.72113,0.55979,0.73799,0.63949,1.07577,0.002179,0.002179,0.002179
81,73495.2,0.77574,0.66031,1.0802,0.72474,0.64969,0.72109,0.56121,0.73766,0.6391,1.07533,0.00208,0.00208,0.00208
82,74441.9,0.7707,0.65839,1.07809,0.69661,0.66846,0.72196,0.56186,0.73722,0.63854,1.07503,0.001981,0.001981,0.001981
83,75388.6,0.77013,0.65605,1.07615,0.7126,0.64833,0.72163,0.56118,0.7362,0.63768,1.07404,0.001882,0.001882,0.001882
84,76334.5,0.77144,0.65401,1.07662,0.74066,0.6306,0.72038,0.55951,0.73573,0.63623,1.07382,0.001783,0.001783,0.001783
85,77278.8,0.77004,0.654,1.07547,0.70877,0.65526,0.71967,0.55979,0.73567,0.63582,1.07342,0.001684,0.001684,0.001684
86,78223.2,0.76724,0.64871,1.07206,0.73046,0.64601,0.72326,0.56265,0.7354,0.63519,1.07313,0.001585,0.001585,0.001585
87,79168.4,0.76508,0.64697,1.07387,0.7131,0.66589,0.72217,0.56142,0.73591,0.63599,1.07327,0.001486,0.001486,0.001486
88,80112.8,0.76865,0.64868,1.07556,0.72603,0.65037,0.7223,0.56129,0.73569,0.63587,1.07238,0.001387,0.001387,0.001387
89,81058.9,0.76006,0.64575,1.07051,0.71889,0.66015,0.72347,0.56259,0.73604,0.63628,1.07273,0.001288,0.001288,0.001288
90,81975.8,0.75952,0.64185,1.07011,0.74746,0.63274,0.72292,0.56209,0.7353,0.63593,1.07238,0.001189,0.001189,0.001189
91,82813.9,0.72034,0.5993,1.05403,0.74687,0.63336,0.72171,0.55967,0.73561,0.63559,1.07266,0.00109,0.00109,0.00109
92,83668.1,0.71732,0.59242,1.05409,0.71923,0.65375,0.72204,0.56017,0.73573,0.63645,1.0722,0.000991,0.000991,0.000991
93,84530.7,0.71167,0.58844,1.04852,0.72037,0.64756,0.72155,0.5603,0.73571,0.63662,1.07208,0.000892,0.000892,0.000892
94,85188.7,0.70778,0.58537,1.04931,0.71043,0.65176,0.72073,0.56095,0.73573,0.63636,1.07231,0.000793,0.000793,0.000793
95,85832.1,0.70588,0.58138,1.04441,0.71385,0.64611,0.71901,0.55972,0.73597,0.63668,1.07216,0.000694,0.000694,0.000694
96,86389.3,0.70475,0.57921,1.04399,0.71923,0.64699,0.71895,0.55912,0.73597,0.63647,1.07219,0.000595,0.000595,0.000595
