epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,41334.2,0.66481,0.5963,1.02624,0.51905,0.359,0.38463,0.23608,1.37966,1.14546,1.49617,0.005842,0.005842,0.005842
44,42075.5,0.66067,0.59191,1.02777,0.52506,0.35452,0.3791,0.23301,1.38632,1.14119,1.49745,0.005743,0.005743,0.005743
45,43129.5,0.66308,0.5883,1.02603,0.51548,0.3622,0.38223,0.23302,1.39056,1.15705,1.50472,0.005644,0.005644,0.005644
46,43912.6,0.65564,0.58525,1.02327,0.51648,0.35593,0.38443,0.23473,1.38278,1.13938,1.49582,0.005545,0.005545,0.005545
47,44688.7,0.65144,0.57892,1.0188,0.51718,0.36036,0.38576,0.23774,1.38076,1.12772,1.49662,0.005446,0.005446,0.005446
48,45416.2,0.65216,0.57847,1.02036,0.52217,0.36244,0.38622,0.23718,1.3848,1.15713,1.5014,0.005347,0.005347,0.005347
49,46085.6,0.64526,0.57499,1.01931,0.52426,0.3582,0.38612,0.23876,1.37865,1.14883,1.4934,0.005248,0.005248,0.005248
50,46761.4,0.64646,0.57175,1.01492,0.52009,0.36189,0.38466,0.2394,1.38139,1.15113,1.49759,0.005149,0.005149,0.005149
51,47438.3,0.64322,0.56947,1.01319,0.52071,0.36456,0.38913,0.23834,1.3736,1.12645,1.49681,0.00505,0.00505,0.00505
52,48114.8,0.64283,0.56558,1.01406,0.53168,0.34592,0.37857,0.23446,1.38429,1.1628,1.50162,0.004951,0.004951,0.004951
53,48787.3,0.63871,0.56286,1.00975,0.50455,0.37121,0.38657,0.23923,1.37915,1.12838,1.49935,0.004852,0.004852,0.004852
54,49462.4,0.63519,0.56171,1.00716,0.49913,0.37346,0.38421,0.23807,1.37674,1.13072,1.5004,0.004753,0.004753,0.004753
55,50134.6,0.63165,0.55778,1.00559,0.50894,0.36557,0.38181,0.23871,1.37762,1.15605,1.49729,0.004654,0.004654,0.004654
56,50807.6,0.63235,0.55672,1.00807,0.50693,0.37018,0.38515,0.23833,1.38195,1.15819,1.50426,0.004555,0.004555,0.004555
57,51483.6,0.62909,0.55095,1.00474,0.49741,0.36874,0.38453,0.24105,1.37468,1.16009,1.4972,0.004456,0.004456,0.004456
58,52154.2,0.62918,0.55106,1.00313,0.52343,0.35487,0.38822,0.24221,1.37279,1.15662,1.49677,0.004357,0.004357,0.004357
59,52829.8,0.62434,0.54484,0.99886,0.53074,0.35392,0.38704,0.24063,1.3768,1.16419,1.50122,0.004258,0.004258,0.004258
60,53506.4,0.62501,0.54553,1.0019,0.50161,0.36568,0.3848,0.23905,1.37382,1.15381,1.4987,0.004159,0.004159,0.004159
61,54178.5,0.61766,0.53986,0.99482,0.5186,0.36415,0.38542,0.23938,1.37514,1.16206,1.50089,0.00406,0.00406,0.00406
62,54853.6,0.61785,0.53796,0.99493,0.50442,0.36624,0.38336,0.23796,1.37583,1.16795,1.50316,0.003961,0.003961,0.003961
63,55527.1,0.61919,0.53831,0.99586,0.51339,0.36925,0.38625,0.24066,1.37407,1.15295,1.49842,0.003862,0.003862,0.003862
64,56197.7,0.61232,0.53234,0.99031,0.51749,0.36384,0.38557,0.24141,1.37452,1.16467,1.50332,0.003763,0.003763,0.003763
65,56869.2,0.60793,0.52924,0.98875,0.51395,0.35857,0.38465,0.2412,1.3717,1.1592,1.50102,0.003664,0.003664,0.003664
66,57541.3,0.60858,0.52796,0.98794,0.51181,0.36727,0.38216,0.23983,1.37267,1.16187,1.50321,0.003565,0.003565,0.003565
67,58238.7,0.60858,0.52712,0.98879,0.51474,0.37323,0.38562,0.2402,1.37252,1.15944,1.50348,0.003466,0.003466,0.003466
68,59379.5,0.60667,0.52405,0.9888,0.52647,0.35727,0.38548,0.24145,1.37283,1.17374,1.5078,0.003367,0.003367,0.003367
